Starting Queue Size: 1000
Task Time Range: 1 to 100
Time: 1, Queue Size: 990, Servers: 11, Busy Servers: 10, Utilization: 90.9091%, Requests Processed: 0
Time: 1449, Queue Size: 6, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1017
Time: 1451, Queue Size: 6, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1017
Time: 1453, Queue Size: 6, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1017
Time: 1455, Queue Size: 7, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1017
Time: 1457, Queue Size: 7, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1017
Time: 1459, Queue Size: 7, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1017
Time: 1461, Queue Size: 7, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1017
Time: 1463, Queue Size: 7, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1017
Time: 1465, Queue Size: 7, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1017
Time: 1467, Queue Size: 8, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1017
Time: 1469, Queue Size: 8, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1017
Time: 1471, Queue Size: 8, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1017
New request added! Current Queue Size: 8
Time: 1473, Queue Size: 8, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1017
Time: 1475, Queue Size: 8, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1017
Time: 1477, Queue Size: 8, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1017
Time: 1479, Queue Size: 8, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1017
Time: 1481, Queue Size: 8, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1017
Time: 1483, Queue Size: 8, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1017
Time: 1485, Queue Size: 8, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1017
Time: 1487, Queue Size: 8, Servers: 4, Busy Servers: 3, Utilization: 75%, Requests Processed: 1018
Time: 1489, Queue Size: 7, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1018
Time: 1491, Queue Size: 7, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1018
Time: 1493, Queue Size: 7, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1018
Time: 1495, Queue Size: 7, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1018
Time: 1497, Queue Size: 7, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1018
Time: 1499, Queue Size: 7, Servers: 4, Busy Servers: 3, Utilization: 75%, Requests Processed: 1019
Time: 1501, Queue Size: 6, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1019
Time: 1503, Queue Size: 6, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1019
Time: 1505, Queue Size: 6, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1019
Time: 1507, Queue Size: 6, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1019
Time: 1509, Queue Size: 6, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1019
Time: 1511, Queue Size: 6, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1019
Time: 1513, Queue Size: 6, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1019
Time: 1515, Queue Size: 6, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1019
Time: 1517, Queue Size: 7, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1019
Time: 1519, Queue Size: 7, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1019
Time: 1521, Queue Size: 7, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1019
Time: 1523, Queue Size: 7, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1019
Time: 1525, Queue Size: 7, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1019
Time: 1527, Queue Size: 7, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1019
New request added! Current Queue Size: 7
Time: 1529, Queue Size: 7, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1019
Time: 1531, Queue Size: 7, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1019
Time: 1533, Queue Size: 7, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1019
Time: 1535, Queue Size: 7, Servers: 4, Busy Servers: 3, Utilization: 75%, Requests Processed: 1020
Time: 1537, Queue Size: 6, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1020
Time: 1539, Queue Size: 6, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1020
New request added! Current Queue Size: 6
Time: 1541, Queue Size: 6, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1020
New request added! Current Queue Size: 6
Time: 1543, Queue Size: 6, Servers: 4, Busy Servers: 3, Utilization: 75%, Requests Processed: 1021
New request added! Current Queue Size: 6
Time: 1545, Queue Size: 5, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1021
Time: 1547, Queue Size: 5, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1021
Time: 1549, Queue Size: 5, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1021
Time: 1551, Queue Size: 5, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1021
Time: 1553, Queue Size: 5, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1021
Time: 1555, Queue Size: 5, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1021
Time: 1557, Queue Size: 5, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1021
Time: 1559, Queue Size: 5, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1021
Time: 1561, Queue Size: 5, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1021
Time: 1563, Queue Size: 5, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1021
Time: 1565, Queue Size: 5, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1021
Time: 1567, Queue Size: 5, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1021
Time: 1569, Queue Size: 5, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1021
Time: 1571, Queue Size: 5, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1021
Time: 1573, Queue Size: 5, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1021
Time: 1575, Queue Size: 5, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1021
Time: 1577, Queue Size: 5, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1021
Time: 1579, Queue Size: 5, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1021
Time: 1581, Queue Size: 5, Servers: 4, Busy Servers: 3, Utilization: 75%, Requests Processed: 1022
Time: 1583, Queue Size: 4, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1022
Time: 1585, Queue Size: 4, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1022
Time: 1587, Queue Size: 4, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1022
Time: 1589, Queue Size: 5, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1022
Time: 1591, Queue Size: 5, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1022
Time: 1593, Queue Size: 5, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1022
New request added! Current Queue Size: 5
Time: 1595, Queue Size: 5, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1022
New request added! Current Queue Size: 5
Time: 1597, Queue Size: 5, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1022
Time: 1599, Queue Size: 5, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1022
Time: 1601, Queue Size: 5, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1022
Time: 1603, Queue Size: 5, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1022
Time: 1605, Queue Size: 6, Servers: 4, Busy Servers: 3, Utilization: 75%, Requests Processed: 1023
Time: 1607, Queue Size: 6, Servers: 4, Busy Servers: 3, Utilization: 75%, Requests Processed: 1024
Time: 1609, Queue Size: 5, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1024
Time: 1611, Queue Size: 5, Servers: 4, Busy Servers: 3, Utilization: 75%, Requests Processed: 1025
New request added! Current Queue Size: 5
Time: 1613, Queue Size: 5, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1025
Time: 1615, Queue Size: 5, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1025
Time: 1617, Queue Size: 6, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1025
Time: 1619, Queue Size: 6, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1025
New request added! Current Queue Size: 6
Time: 1621, Queue Size: 7, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1025
Time: 1623, Queue Size: 7, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1025
Time: 1625, Queue Size: 7, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1025
Time: 1627, Queue Size: 8, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1025
New request added! Current Queue Size: 8
Time: 1629, Queue Size: 8, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1025
Time: 1631, Queue Size: 8, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1025
Time: 1633, Queue Size: 8, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1025
Time: 1635, Queue Size: 8, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1025
Time: 1637, Queue Size: 8, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1025
Time: 1639, Queue Size: 8, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1025
Time: 1641, Queue Size: 8, Servers: 4, Busy Servers: 3, Utilization: 75%, Requests Processed: 1026
Time: 1643, Queue Size: 8, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1026
New request added! Current Queue Size: 8
Time: 1645, Queue Size: 8, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1026
Time: 1647, Queue Size: 8, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1026
Time: 1649, Queue Size: 8, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1026
Time: 1651, Queue Size: 8, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1026
New request added! Current Queue Size: 8
Time: 1653, Queue Size: 8, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1026
Time: 1655, Queue Size: 8, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1026
Time: 1657, Queue Size: 8, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1026
Time: 1659, Queue Size: 8, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1026
Time: 1661, Queue Size: 8, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1026
Time: 1663, Queue Size: 8, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1026
Time: 1665, Queue Size: 8, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1026
Time: 1667, Queue Size: 8, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1026
Time: 1669, Queue Size: 8, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1026
Time: 1671, Queue Size: 8, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1026
Time: 1673, Queue Size: 8, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1026
New request added! Current Queue Size: 8
Time: 1675, Queue Size: 8, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1026
Time: 1677, Queue Size: 8, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1026
Time: 1679, Queue Size: 8, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1026
Time: 1681, Queue Size: 8, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1026
Time: 1683, Queue Size: 8, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1026
Time: 1685, Queue Size: 8, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1026
Time: 1687, Queue Size: 8, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1026
Time: 1689, Queue Size: 8, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1026
Time: 1691, Queue Size: 8, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1026
Time: 1693, Queue Size: 8, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1026
Time: 1695, Queue Size: 8, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1026
Time: 1697, Queue Size: 8, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1026
Time: 1699, Queue Size: 8, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1026
Time: 1701, Queue Size: 8, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1026
Time: 1703, Queue Size: 8, Servers: 4, Busy Servers: 3, Utilization: 75%, Requests Processed: 1027
Time: 1705, Queue Size: 7, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1027
Time: 1707, Queue Size: 7, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1027
Time: 1709, Queue Size: 7, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1027
Time: 1711, Queue Size: 7, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1027
Time: 1713, Queue Size: 7, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1027
Time: 1715, Queue Size: 7, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1027
Time: 1717, Queue Size: 7, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1027
Time: 1719, Queue Size: 7, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1027
Time: 1721, Queue Size: 8, Servers: 4, Busy Servers: 3, Utilization: 75%, Requests Processed: 1028
Time: 1723, Queue Size: 7, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1028
Time: 1725, Queue Size: 7, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1028
Time: 1727, Queue Size: 7, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1028
Time: 1729, Queue Size: 7, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1028
Time: 1731, Queue Size: 7, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1028
New request added! Current Queue Size: 7
Time: 1733, Queue Size: 8, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1028
New request added! Current Queue Size: 8
Time: 1735, Queue Size: 8, Servers: 4, Busy Servers: 3, Utilization: 75%, Requests Processed: 1029
Time: 1737, Queue Size: 7, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1029
Time: 1739, Queue Size: 8, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1029
New request added! Current Queue Size: 8
Time: 1741, Queue Size: 9, Servers: 5, Busy Servers: 4, Utilization: 80%, Requests Processed: 1029
Time: 1743, Queue Size: 8, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1029
Time: 1745, Queue Size: 9, Servers: 5, Busy Servers: 4, Utilization: 80%, Requests Processed: 1030
Time: 1747, Queue Size: 8, Servers: 5, Busy Servers: 4, Utilization: 80%, Requests Processed: 1031
Time: 1749, Queue Size: 7, Servers: 5, Busy Servers: 4, Utilization: 80%, Requests Processed: 1032
New request added! Current Queue Size: 7
Time: 1751, Queue Size: 6, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1032
Time: 1753, Queue Size: 7, Servers: 5, Busy Servers: 4, Utilization: 80%, Requests Processed: 1033
Time: 1755, Queue Size: 7, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1033
New request added! Current Queue Size: 7
Time: 1757, Queue Size: 7, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1033
Time: 1759, Queue Size: 7, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1033
Time: 1761, Queue Size: 7, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1033
Time: 1763, Queue Size: 7, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1033
Time: 1765, Queue Size: 7, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1033
Time: 1767, Queue Size: 7, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1033
Time: 1769, Queue Size: 7, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1033
Time: 1771, Queue Size: 7, Servers: 5, Busy Servers: 4, Utilization: 80%, Requests Processed: 1034
Time: 1773, Queue Size: 6, Servers: 5, Busy Servers: 4, Utilization: 80%, Requests Processed: 1035
Time: 1775, Queue Size: 6, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1035
Time: 1777, Queue Size: 6, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1035
Time: 1779, Queue Size: 6, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1035
Time: 1781, Queue Size: 6, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1035
Time: 1783, Queue Size: 6, Servers: 5, Busy Servers: 4, Utilization: 80%, Requests Processed: 1036
Time: 1785, Queue Size: 5, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1036
Time: 1787, Queue Size: 5, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1036
New request added! Current Queue Size: 5
Time: 1789, Queue Size: 5, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1036
Time: 1791, Queue Size: 5, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1036
Time: 1793, Queue Size: 6, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1036
Time: 1795, Queue Size: 6, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1036
Time: 1797, Queue Size: 6, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1036
Time: 1799, Queue Size: 6, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1036
Time: 1801, Queue Size: 6, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1036
Time: 1803, Queue Size: 6, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1036
Time: 1805, Queue Size: 6, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1036
Time: 1807, Queue Size: 7, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1036
Time: 1809, Queue Size: 8, Servers: 5, Busy Servers: 4, Utilization: 80%, Requests Processed: 1037
Time: 1811, Queue Size: 7, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1037
Time: 1813, Queue Size: 8, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1037
Time: 1815, Queue Size: 8, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1037
Time: 1817, Queue Size: 8, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1037
Time: 1819, Queue Size: 8, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1037
Time: 1821, Queue Size: 8, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1037
Time: 1823, Queue Size: 8, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1037
Time: 1825, Queue Size: 8, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1037
Time: 1827, Queue Size: 8, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1037
Time: 1829, Queue Size: 8, Servers: 5, Busy Servers: 4, Utilization: 80%, Requests Processed: 1038
Time: 1831, Queue Size: 8, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1038
Time: 1833, Queue Size: 8, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1038
Time: 1835, Queue Size: 8, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1038
Time: 1837, Queue Size: 8, Servers: 5, Busy Servers: 4, Utilization: 80%, Requests Processed: 1039
Time: 1839, Queue Size: 7, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1039
Time: 1841, Queue Size: 7, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1039
Time: 1843, Queue Size: 7, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1039
New request added! Current Queue Size: 7
Time: 1845, Queue Size: 7, Servers: 5, Busy Servers: 4, Utilization: 80%, Requests Processed: 1040
Time: 1847, Queue Size: 6, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1040
Time: 1849, Queue Size: 6, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1040
Time: 1851, Queue Size: 6, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1040
Time: 1853, Queue Size: 6, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1040
Time: 1855, Queue Size: 6, Servers: 5, Busy Servers: 4, Utilization: 80%, Requests Processed: 1041
Time: 1857, Queue Size: 5, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1041
Time: 1859, Queue Size: 5, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1041
New request added! Current Queue Size: 5
Time: 1861, Queue Size: 5, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1041
Time: 1863, Queue Size: 5, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1041
Time: 1865, Queue Size: 5, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1041
New request added! Current Queue Size: 5
Time: 1867, Queue Size: 5, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1041
Time: 1869, Queue Size: 5, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1041
Time: 1871, Queue Size: 5, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1041
Time: 1873, Queue Size: 6, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1041
New request added! Current Queue Size: 6
Time: 1875, Queue Size: 6, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1041
Time: 1877, Queue Size: 6, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1041
Time: 1879, Queue Size: 6, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1041
Time: 1881, Queue Size: 6, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1041
Time: 1883, Queue Size: 6, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1041
Time: 1885, Queue Size: 6, Servers: 5, Busy Servers: 4, Utilization: 80%, Requests Processed: 1042
Time: 1887, Queue Size: 5, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1042
Time: 1889, Queue Size: 5, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1042
Time: 1891, Queue Size: 5, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1042
New request added! Current Queue Size: 5
Time: 1893, Queue Size: 6, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1042
Time: 1895, Queue Size: 7, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1042
Time: 1897, Queue Size: 7, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1042
Time: 1899, Queue Size: 7, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1042
Time: 1901, Queue Size: 7, Servers: 5, Busy Servers: 4, Utilization: 80%, Requests Processed: 1043
Time: 1903, Queue Size: 6, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1043
Time: 1905, Queue Size: 6, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1043
Time: 1907, Queue Size: 6, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1043
Time: 1909, Queue Size: 6, Servers: 5, Busy Servers: 4, Utilization: 80%, Requests Processed: 1044
Time: 1911, Queue Size: 6, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1044
Time: 1913, Queue Size: 7, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1044
New request added! Current Queue Size: 7
Time: 1915, Queue Size: 7, Servers: 5, Busy Servers: 4, Utilization: 80%, Requests Processed: 1045
Time: 1917, Queue Size: 6, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1045
Time: 1919, Queue Size: 6, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1045
Time: 1921, Queue Size: 6, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1045
Time: 1923, Queue Size: 6, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1045
New request added! Current Queue Size: 6
Time: 1925, Queue Size: 6, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1045
Time: 1927, Queue Size: 7, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1045
Time: 1929, Queue Size: 7, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1045
Time: 1931, Queue Size: 7, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1045
Time: 1933, Queue Size: 7, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1045
Time: 1935, Queue Size: 7, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1045
Time: 1937, Queue Size: 7, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1045
Time: 1939, Queue Size: 7, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1045
Time: 1941, Queue Size: 7, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1045
Time: 1943, Queue Size: 7, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1045
Time: 1945, Queue Size: 8, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1045
Time: 1947, Queue Size: 9, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1045
Time: 1949, Queue Size: 9, Servers: 5, Busy Servers: 4, Utilization: 80%, Requests Processed: 1046
Time: 1951, Queue Size: 8, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1046
New request added! Current Queue Size: 8
Time: 1953, Queue Size: 8, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1046
Time: 1955, Queue Size: 8, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1046
